Host	HostOrder	Pathogen	pmid	title	abs	review_flag
myodes rufocanus	Rodentia	tick-borne encephalitis virus	10072153	Isolation of tick-borne encephalitis virus from wild rodents and a seroepizootiologic survey in Hokkaido, Japan.	"To determine the vertebrate host of tick-borne encephalitis (TBE) virus in the southern part of Hokkaido, Japan, virus isolation was performed using spleens from small mammals captured in the area. Two virus strains were isolated, one strain from Apodemus speciosus and another from Clethrionomys rufocanus. Virus isolates were inoculated onto baby hamster kidney cell monolayers and antigen slides were prepared for an indirect immunofluorescent antibody assay. Two isolates were identified as TBE viruses by monoclonal antibody reactions. To specify the TBE-endemic area in Hokkaido, rodent, horse, and dog sera collected from 1992 to 1997 were tested for neutralization antibody against TBE virus previously isolated from a dog. The positive cases were distributed in four districts in the southern part of Hokkaido."	0
myotis dasycneme	Chiroptera	european bat 1 lyssavirus	15030600	Muller T, Cox J, Peter W, Schafer R, Johnson N, McElhinney LM, et al. (2004). Spill-over of European bat lyssavirus type 1 into a stone marten (Martes foina) in Germany. Journal of veterinary medicine. 51:49-54.	"European bat lyssavirus type 1 (EBLV-1, genotype 5) is known to endemically circulate in insectivorous bat populations in Germany. In August 2001, a rabies suspect stone marten (Martes foina) was found in the city of Burg (Saxony-Anhalt, Germany) and was sent to the regional veterinary laboratory for routine rabies diagnosis. Whereas brain samples repeatedly tested negative in the fluorescent antibody test for classical rabies virus (genotype 1), the mouse inoculation test and the rabies tissue culture inoculation test yielded positive results. Rabies viral RNA was also detected in the stone marten brain sample both by nested and heminested RT-PCR specific for the nucleoprotein gene and for the nucleoprotein phosphoprotein junction of rabies virus. The amplification products were sequenced to genotype the isolate. Sequence data obtained from the first-round RT-PCR products were analysed and the suspect stone marten isolate was confirmed as a rabies related virus (EBLV-1a). Phylogenetic comparison with sequences from recent genotype five isolates from Germany and Denmark showed that it was closely related to a previous isolate of EBLV-1 from a serotine bat in Saxony-Anhalt obtained in the same year in an area adjacent to the place where the EBLV-1 infected stone marten was found. Both EBLV-1 isolates share a 99.5% identity. This is the first report of an EBLV-1a spill-over from an insectivorous bat into wildlife in Europe."	0
myotis daubentonii	Chiroptera	european bat 1 lyssavirus	15030600	Muller T, Cox J, Peter W, Schafer R, Johnson N, McElhinney LM, et al. (2004). Spill-over of European bat lyssavirus type 1 into a stone marten (Martes foina) in Germany. Journal of veterinary medicine. 51:49-54.	"European bat lyssavirus type 1 (EBLV-1, genotype 5) is known to endemically circulate in insectivorous bat populations in Germany. In August 2001, a rabies suspect stone marten (Martes foina) was found in the city of Burg (Saxony-Anhalt, Germany) and was sent to the regional veterinary laboratory for routine rabies diagnosis. Whereas brain samples repeatedly tested negative in the fluorescent antibody test for classical rabies virus (genotype 1), the mouse inoculation test and the rabies tissue culture inoculation test yielded positive results. Rabies viral RNA was also detected in the stone marten brain sample both by nested and heminested RT-PCR specific for the nucleoprotein gene and for the nucleoprotein phosphoprotein junction of rabies virus. The amplification products were sequenced to genotype the isolate. Sequence data obtained from the first-round RT-PCR products were analysed and the suspect stone marten isolate was confirmed as a rabies related virus (EBLV-1a). Phylogenetic comparison with sequences from recent genotype five isolates from Germany and Denmark showed that it was closely related to a previous isolate of EBLV-1 from a serotine bat in Saxony-Anhalt obtained in the same year in an area adjacent to the place where the EBLV-1 infected stone marten was found. Both EBLV-1 isolates share a 99.5% identity. This is the first report of an EBLV-1a spill-over from an insectivorous bat into wildlife in Europe."	0
myotis riparius	Chiroptera	rabies lyssavirus	21503551	First report of rabies infection in bats, Molossus molossus, Molossops neglectus and Myotis riparius in the city of São Paulo, State of São Paulo, southeastern Brazil.	"This paper presents the first report of rabies in three bat species, Molossus molossus, Molossops neglectus and Myotis riparius in the city of São Paulo, Brazil., Bats were diagnosed as positive for rabies using the fluorescent antibody test and mouse inoculation test. The isolates were characterized antigenically using a panel of eight monoclonal antibodies. The samples were also genetically analyzed by partial sequencing of the portion of nucleoprotein gene between positions 1157 and 1445 nt., Analysis of the results verified that the sample isolated from the species M. molossus presented antigenic variant 6, while the other two samples showed a different profile from that established in the panel, one not previously reported in the literature. The results of genetic analysis revealed that the M. molossus sample segregated with Lasiurus sp. isolates, M. neglectus segregated with a subgroup of Eptesicus furinalis isolates and the Myotis riparius sample segregated with Myotis sp. isolates., The cases reported in this paper emphasize the need for clarification of the circumstances in which cases of rabies in wildlife occur, principally in urban areas."	0
neotoma cinerea	Rodentia	whitewater arroyo mammarenavirus	11508391	Fulhorst C, Milazzo M, Bradley R, and Peppers L (2001a). Experimental infection of Neotoma albigula (Muridae) with Whitewater Arroyo virus (Arenaviridae). Am J Trop Med Hyg 65:147-151.	"The Whitewater Arroyo virus (WWA) is a newly described North American arenavirus. The purpose of this study was to elucidate the biology of this virus in its natural rodent host, Neotoma albigula (white-throated woodrat). Thirteen adult, 7 juvenile, and 8 newborn woodrats each were inoculated subcutaneously with 1,000 cell culture infectious dose50 of the WWA virus prototype strain AV 9310135. All 28 animals became infected (as measured by the recovery of infectious virus and/or seroconversion) and no overt illness was associated with infection. Infection and virus shedding in the adult animals were transient (less than 59 days) whereas virus shedding in animals inoculated at birth persisted through 164 days of age. These results indicate that the duration of WWA virus infection in N. albigula is dependent upon the animal's age at the onset of infection and that neonatal infection can result in chronic (perhaps lifelong) virus shedding."	0
nyctalus noctula	Chiroptera	european bat 1 lyssavirus	15030600	Spill-over of European bat lyssavirus type 1 into a stone marten (Martes foina) in Germany.	"European bat lyssavirus type 1 (EBLV-1, genotype 5) is known to endemically circulate in insectivorous bat populations in Germany. In August 2001, a rabies suspect stone marten (Martes foina) was found in the city of Burg (Saxony-Anhalt, Germany) and was sent to the regional veterinary laboratory for routine rabies diagnosis. Whereas brain samples repeatedly tested negative in the fluorescent antibody test for classical rabies virus (genotype 1), the mouse inoculation test and the rabies tissue culture inoculation test yielded positive results. Rabies viral RNA was also detected in the stone marten brain sample both by nested and heminested RT-PCR specific for the nucleoprotein gene and for the nucleoprotein phosphoprotein junction of rabies virus. The amplification products were sequenced to genotype the isolate. Sequence data obtained from the first-round RT-PCR products were analysed and the suspect stone marten isolate was confirmed as a rabies related virus (EBLV-1a). Phylogenetic comparison with sequences from recent genotype five isolates from Germany and Denmark showed that it was closely related to a previous isolate of EBLV-1 from a serotine bat in Saxony-Anhalt obtained in the same year in an area adjacent to the place where the EBLV-1 infected stone marten was found. Both EBLV-1 isolates share a 99.5% identity. This is the first report of an EBLV-1a spill-over from an insectivorous bat into wildlife in Europe."	0
nyctalus noctula	Chiroptera	rabies lyssavirus	1683127	New strains of rabies-related viruses isolated from bats in the Ukraine.	"Two strains (UB-1 and UB-2) of rabies-related viruses were isolated from the brain of Nyctalus noctula and Vespertilio murinus captured from the hollows of tall trees on the left bank of Pripyat river in the Volynsky region of Ukrainian S.S.R. The viruses were isolated by means of intracerebral inoculation to white mice. The isolates were identified as rabies-related viruses of Duvenhage type in an indirect test of fluorescent antibodies with the panels of nucleocapsid monoclonal antibodies (NC Mab) provided by Wistar Institute (Philadelphia) and by Central Veterinary Laboratory (CVL, Weybridge). During the typing with the Wistar panel of NC Mab complete antigenic similarity was established between the newly isolated strain and Yuli virus. The reaction with CVL NC Mab revealed group-specific antigenic similarity between Yuli virus on one hand, Duvenhage-6 and Duvenhage-66 on the other hand, as well as between UB-1 and UB-2 and Duvenhage-26. The reaction with antibodies to clones DB-3,4,6,9, and 10 detected antigenic similarity between the viruses of chiropteric origin isolated in the U.S.S.R., North-West Europe as well in Africa, although some differences were discovered. Yuli, UB-1, and UB-2 viruses isolated in the U.S.S.R. were proved to belong to Duvenhage group of viruses (serotype 4)."	0
nyctinomops laticaudatus	Chiroptera	rabies lyssavirus	21049225	Cunha EMS, Nassar AFC, Lara MDCCSH, Villalobos ECM, Sato G, Kobayashi Y, et al. (2010). Pathogenicity of different rabies virus isolates and protection test in vaccinated mice. Revista do Instituto de Medicina Tropical de Sao Paulo 52:231-236.	"This study was aimed to evaluate and compare the pathogenicity of rabies virus isolated from bats and dogs, and to verify the efficacy of a commercial rabies vaccine against these isolates. For evaluation of pathogenicity, mice were inoculated by the intramuscular route (IM) with 500MICLD₅₀/0.03 mL of the viruses. The cross-protection test was performed by vaccinating groups of mice by the subcutaneous route and challenged through the intracerebral (IC) route. Isolates were fully pathogenic when inoculated by the IC route. When inoculated intramuscularly, the pathogenicity observed showed different death rates: 60.0% for the Desmodus rotundus isolate; 50.0% for dog and Nyctinomops laticaudatus isolates; 40.0% for Artibeus lituratus isolate; 9.5% Molossus molossus isolate; and 5.2% for the Eptesicus furinalis isolate. Mice receiving two doses of the vaccine and challenged by the IC route with the isolates were fully protected. Mice receiving only one dose of vaccine were partially protected against the dog isolate. The isolates from bats were pathogenic by the IC route in mice. However, when inoculated through the intramuscular route, the same isolates were found with different degrees of pathogenicity. The results of this work suggest that a commercial vaccine protects mice from infection with bat rabies virus isolates, in addition to a canine rabies virus isolate."	0
nyctinomops macrotis	Chiroptera	rabies lyssavirus	9699349	[Isolation of rabies virus from an insectivorous bat, Nyctinomops macrotis, in southeast Brazil].	"The rabies virus was isolated from an insectivorous bat, Nyctinomops macrotis, trapped in Diadema, SP, Brazil, in a public building near a water supply reservoir. Fluorescent antibodies against rabies virus were detected in cerebral tissue and the viral isolation was made after the inoculation of cerebral tissue and salivary gland suspension in mice. There have been no recorded cases of animal rabies in Diadema since 1982, and this is the first isolation of the rabies virus in an insectivorous bat in the city."	0
nyctinomops macrotis	Chiroptera	rabies lyssavirus	9699349	Passos EC, Carrieri ML, Dainovskas E, Camara M, and Silva MMS (1998). Isolation of rabies virus in an insectivorous bat Nyctinomops macrotis, in Southeastern Brazil. Revista De Saude Publica 32:74-76.	"The rabies virus was isolated from an insectivorous bat, Nyctinomops macrotis, trapped in Diadema, SP, Brazil, in a public building near a water supply reservoir. Fluorescent antibodies against rabies virus were detected in cerebral tissue and the viral isolation was made after the inoculation of cerebral tissue and salivary gland suspension in mice. There have been no recorded cases of animal rabies in Diadema since 1982, and this is the first isolation of the rabies virus in an insectivorous bat in the city."	0
oligoryzomys microtis	Rodentia	cricetid gammaherpesvirus 2	21209105	Identification and sequencing of a novel rodent gammaherpesvirus that establishes acute and latent infection in laboratory mice.	"Gammaherpesviruses encode numerous immunomodulatory molecules that contribute to their ability to evade the host immune response and establish persistent, lifelong infections. As the human gammaherpesviruses are strictly species specific, small animal models of gammaherpesvirus infection, such as murine gammaherpesvirus 68 (γHV68) infection, are important for studying the roles of gammaherpesvirus immune evasion genes in in vivo infection and pathogenesis. We report here the genome sequence and characterization of a novel rodent gammaherpesvirus, designated rodent herpesvirus Peru (RHVP), that shares conserved genes and genome organization with γHV68 and the primate gammaherpesviruses but is phylogenetically distinct from γHV68. RHVP establishes acute and latent infection in laboratory mice. Additionally, RHVP contains multiple open reading frames (ORFs) not present in γHV68 that have sequence similarity to primate gammaherpesvirus immunomodulatory genes or cellular genes. These include ORFs with similarity to major histocompatibility complex class I (MHC-I), C-type lectins, and the mouse mammary tumor virus and herpesvirus saimiri superantigens. As these ORFs may function as immunomodulatory or virulence factors, RHVP presents new opportunities for the study of mechanisms of immune evasion by gammaherpesviruses."	0
peromyscus leucopus	Rodentia	sal vieja virus	6293325	Antigenic relationships of flaviviruses with undetermined arthropod-borne status.	"In contrast to most of the arthropod-borne flaviviruses, the flaviviruses with undetermined arthropod-borne status are probably disseminated only by direct contact with excreta (saliva, urine, feces, etc.); however, as yet undescribed arthropod transmission cycles may be found for some of them. Twenty-two of these flaviviruses, including prototype and recently isolated strains, were compared. Biologic properties were defined by infectivity titrations in suckling mice and Vero, LLC-MK2, and primary Pekin duck embryo cells, and antigenic relationships were defined by complement-fixation and plaque reduction neutralization tests. An antigenic classification scheme is proposed. Antigenic and biologic properties delimit two large clusters. The first, comprising a single antigenic complex, includes those which have yet to be isolated from arthropods, but are likely to be so (Israel turkey meningoencephalitis, Koutango, Negishi and Aroa viruses). The second, encompassing five antigenic complexes, is comprised of viruses which have been isolated exclusively from rodents or bats (Saboya, Carey Island, Dakar bat, Sokuluk, Bukalasa bat, Entebbe bat, Phnom Penh bat, Modoc, Sal Vieja, Jutiapa, San Perlita, Cowbone Ridge, Rio Bravo, Apoi, Tamana bat and Montana Myotis leucoencephalitis viruses) but includes three viruses (Saboya, Sokuluk and Entebbe bat viruses) which may be arthropod-borne, as indicated by replication in mosquito cells in vitro."	0
peromyscus leucopus	Rodentia	sal vieja virus	6293325	Varelas-Wesley I, and Calisher CH (1982). Antigenic relationships of flaviviruses with undetermined arthropod-borne status. American Journal of Tropical Medicine and Hygiene 31:1273-1284.	"In contrast to most of the arthropod-borne flaviviruses, the flaviviruses with undetermined arthropod-borne status are probably disseminated only by direct contact with excreta (saliva, urine, feces, etc.); however, as yet undescribed arthropod transmission cycles may be found for some of them. Twenty-two of these flaviviruses, including prototype and recently isolated strains, were compared. Biologic properties were defined by infectivity titrations in suckling mice and Vero, LLC-MK2, and primary Pekin duck embryo cells, and antigenic relationships were defined by complement-fixation and plaque reduction neutralization tests. An antigenic classification scheme is proposed. Antigenic and biologic properties delimit two large clusters. The first, comprising a single antigenic complex, includes those which have yet to be isolated from arthropods, but are likely to be so (Israel turkey meningoencephalitis, Koutango, Negishi and Aroa viruses). The second, encompassing five antigenic complexes, is comprised of viruses which have been isolated exclusively from rodents or bats (Saboya, Carey Island, Dakar bat, Sokuluk, Bukalasa bat, Entebbe bat, Phnom Penh bat, Modoc, Sal Vieja, Jutiapa, San Perlita, Cowbone Ridge, Rio Bravo, Apoi, Tamana bat and Montana Myotis leucoencephalitis viruses) but includes three viruses (Saboya, Sokuluk and Entebbe bat viruses) which may be arthropod-borne, as indicated by replication in mosquito cells in vitro."	0
peromyscus leucopus	Rodentia	san perlita virus	6293325	Varelas-Wesley I, and Calisher CH (1982). Antigenic relationships of flaviviruses with undetermined arthropod-borne status. American Journal of Tropical Medicine and Hygiene 31:1273-1284.	"In contrast to most of the arthropod-borne flaviviruses, the flaviviruses with undetermined arthropod-borne status are probably disseminated only by direct contact with excreta (saliva, urine, feces, etc.); however, as yet undescribed arthropod transmission cycles may be found for some of them. Twenty-two of these flaviviruses, including prototype and recently isolated strains, were compared. Biologic properties were defined by infectivity titrations in suckling mice and Vero, LLC-MK2, and primary Pekin duck embryo cells, and antigenic relationships were defined by complement-fixation and plaque reduction neutralization tests. An antigenic classification scheme is proposed. Antigenic and biologic properties delimit two large clusters. The first, comprising a single antigenic complex, includes those which have yet to be isolated from arthropods, but are likely to be so (Israel turkey meningoencephalitis, Koutango, Negishi and Aroa viruses). The second, encompassing five antigenic complexes, is comprised of viruses which have been isolated exclusively from rodents or bats (Saboya, Carey Island, Dakar bat, Sokuluk, Bukalasa bat, Entebbe bat, Phnom Penh bat, Modoc, Sal Vieja, Jutiapa, San Perlita, Cowbone Ridge, Rio Bravo, Apoi, Tamana bat and Montana Myotis leucoencephalitis viruses) but includes three viruses (Saboya, Sokuluk and Entebbe bat viruses) which may be arthropod-borne, as indicated by replication in mosquito cells in vitro."	0
peromyscus leucopus	Rodentia	west nile virus	18784241	Gomez A, Kramer LD, Dupuis API, Kilpatrick AM, Davis LJ, Jones MJ, et al. (2008). Experimental Infection of Eastern Gray Squirrels (Sciurus carolinensis) with West Nile Virus. American Journal of Tropical Medical Hygiene 2008 79:447-451.	"Eastern gray squirrels (Sciurus carolinensis) have shown high West Nile virus (WNV) seroprevalence, and WNV infection has been suggested as a cause of morbidity and mortality in this species. We experimentally infected nine eastern gray squirrels with WNV to determine the clinical effects of infection and to assess their potential role as amplifying hosts. We observed no morbidity or mortality attributable to WNV infection, but lesions were apparent in several organs. We detected mean viremias of 10(5.1) and 10(4.8) plaque-forming units (PFU)/mL on days 3 and 4 post-infection (DPI) and estimated that approximately 2.1% of Culex pipiens feeding on squirrels during 1-5 DPI would become infectious. Thus, S. carolinensis are unlikely to be important amplifying hosts and may instead dampen the intensity of transmission in most host communities. The low viremias and lack of mortality observed in S. carolinensis suggest that they may be useful as sentinels of spillover from the enzootic amplification cycle."	0
peromyscus leucopus	Rodentia	west nile virus	23212739	West Nile virus associations in wild mammals: a synthesis.	"Exposures to West Nile virus (WNV) have been documented in a variety of wild mammals in both the New and Old Worlds. This review tabulates at least 100 mammal species with evidence of WNV exposure. Many of these exposures were detected in free-ranging mammals, while several were noted in captive individuals. In addition to exposures, this review discusses experimental infections in terms of the potential for reservoir competence of select wild mammal species. Overall, few experimental infections have been conducted on wild mammals. As such, the role of most wild mammals as potential amplifying hosts for WNV is, to date, uncertain. In most instances, experimental infections of wild mammals with WNV have resulted in no or low-level viremia. Some recent studies have indicated that certain species of tree squirrels (Sciurus spp.), eastern chipmunks (Tamias striatus), and eastern cottontail rabbits (Sylvilagus floridanus) develop viremia sufficient for infecting some mosquito species. Certain mammalian species, such as tree squirrels, mesopredators, and deer have been suggested as useful species for WNV surveillance. In this review article, the information pertaining to wild mammal associations with WNV is synthesized."	1
peromyscus maniculatus	Rodentia	fort morgan virus	7435797	Recovery of Tonate virus ('Bijou Bridge' strain), a member of the Venezuelan equine encephalomyelitis virus complex, from Cliff Swallow nest bugs (Oeciacus vicarius) and nestling birds in North America.	"A second virus with distinct biological, serological, and physiochemical properties was detected as a minority viral subpopulation in specimens of Cliff Swallow nest bugs (Oeciacus vicarius) and nestling bird sera containing Fort Morgan (FM) virus. The second virus, detected by a breakthrough neutralization test employing FM antiserum, was present in 5 of 11 FM virus-positive pools of nest bugs and in 4 of 38 birds from Colorado and South Dakota. The concentration of the second virus was 10-fold to 1,000-fold lower than that of FM virus. The second virus, which was provisionally named \"Bijou Bridge\" (BB) virus was shown by conventional serological tests to be a member of the Venezuelan equine encephalomyelitis (VEE) complex, and by tests employing antisera to the E2 viral glycoprotein to be identical with Tonate virus, previously isolated from birds and mosquitoes only in French Guiana. Experimental infection of House Sparrows and Cliff Swallows showed that they develop brief BB viremias and antibodies. Oe. vicarius bugs were resistant to oral infection with BB virus. The epidemiological significance of recovery of Tonate virus in North American is discussed."	0
peromyscus maniculatus	Rodentia	hepacivirus c	23572554	Identification of rodent homologs of hepatitis C virus and pegiviruses.	"Hepatitis C virus (HCV) and human pegivirus (HPgV or GB virus C) are globally distributed and infect 2 to 5% of the human population. The lack of tractable-animal models for these viruses, in particular for HCV, has hampered the study of infection, transmission, virulence, immunity, and pathogenesis. To address this challenge, we searched for homologous viruses in small mammals, including wild rodents. Here we report the discovery of several new hepaciviruses (HCV-like viruses) and pegiviruses (GB virus-like viruses) that infect wild rodents. Complete genome sequences were acquired for a rodent hepacivirus (RHV) found in Peromyscus maniculatus and a rodent pegivirus (RPgV) found in Neotoma albigula. Unique genomic features and phylogenetic analyses confirmed that these RHV and RPgV variants represent several novel virus species in the Hepacivirus and Pegivirus genera within the family Flaviviridae. The genetic diversity of the rodent hepaciviruses exceeded that observed for hepaciviruses infecting either humans or non-primates, leading to new insights into the origin, evolution, and host range of hepaciviruses. The presence of genes, encoded proteins, and translation elements homologous to those found in human hepaciviruses and pegiviruses suggests the potential for the development of new animal systems with which to model HCV pathogenesis, vaccine design, and treatment., The genetic and biological characterization of animal homologs of human viruses provides insights into the origins of human infections and enhances our ability to study their pathogenesis and explore preventive and therapeutic interventions. Horses are the only reported host of nonprimate homologs of hepatitis C virus (HCV). Here, we report the discovery of HCV-like viruses in wild rodents. The majority of HCV-like viruses were found in deer mice (Peromyscus maniculatus), a small rodent used in laboratories to study viruses, including hantaviruses. We also identified pegiviruses in rodents that are distinct from the pegiviruses found in primates, bats, and horses. These novel viruses may enable the development of small-animal models for HCV, the most common infectious cause of liver failure and hepatocellular carcinoma after hepatitis B virus, and help to explore the health relevance of the highly prevalent human pegiviruses."	0
peromyscus maniculatus	Rodentia	modoc virus	2987550	Modoc-like virus isolated from wild deer mice (Peromyscus maniculatus) in Alberta.	"Small mammals were trapped in northeastern Alberta, Canada during 1976. Blood samples from these animals were tested for virus by inoculation of suckling mice. Blood clots from two deer mice yielded isolates of the same virus. The virus was related antigenically to a number of flaviviruses which have been isolated from mammals in Central America and North America and was related most closely to Modoc virus. Physical, chemical, and biological properties of the virus were similar also to those of Modoc virus. It did not produce illness or death in deer mice inoculated in the laboratory. Neutralization tests indicated that 1/38 (3%) red squirrels (Tamiasciurus hudsonicus), 3/35 (9%) least chipmunks (Eutamius minimus), 13/109 (12%) deer mice, and 3/50 (6%) humans were infected naturally. This is the first reported evidence of infection of red squirrels and chipmunks with a Modoc-like virus. These data extend the range of Modoc-like viruses northward by 1,500 km and comprise the first isolate from mammals in the boreal forest of Canada."	0
peromyscus maniculatus	Rodentia	modoc virus	6293325	Varelas-Wesley I, and Calisher CH (1982). Antigenic relationships of flaviviruses with undetermined arthropod-borne status. American Journal of Tropical Medicine and Hygiene 31:1273-1284.	"In contrast to most of the arthropod-borne flaviviruses, the flaviviruses with undetermined arthropod-borne status are probably disseminated only by direct contact with excreta (saliva, urine, feces, etc.); however, as yet undescribed arthropod transmission cycles may be found for some of them. Twenty-two of these flaviviruses, including prototype and recently isolated strains, were compared. Biologic properties were defined by infectivity titrations in suckling mice and Vero, LLC-MK2, and primary Pekin duck embryo cells, and antigenic relationships were defined by complement-fixation and plaque reduction neutralization tests. An antigenic classification scheme is proposed. Antigenic and biologic properties delimit two large clusters. The first, comprising a single antigenic complex, includes those which have yet to be isolated from arthropods, but are likely to be so (Israel turkey meningoencephalitis, Koutango, Negishi and Aroa viruses). The second, encompassing five antigenic complexes, is comprised of viruses which have been isolated exclusively from rodents or bats (Saboya, Carey Island, Dakar bat, Sokuluk, Bukalasa bat, Entebbe bat, Phnom Penh bat, Modoc, Sal Vieja, Jutiapa, San Perlita, Cowbone Ridge, Rio Bravo, Apoi, Tamana bat and Montana Myotis leucoencephalitis viruses) but includes three viruses (Saboya, Sokuluk and Entebbe bat viruses) which may be arthropod-borne, as indicated by replication in mosquito cells in vitro."	0
pipistrellus hesperidus	Chiroptera	west nile virus	23212739	West Nile virus associations in wild mammals: a synthesis.	"Exposures to West Nile virus (WNV) have been documented in a variety of wild mammals in both the New and Old Worlds. This review tabulates at least 100 mammal species with evidence of WNV exposure. Many of these exposures were detected in free-ranging mammals, while several were noted in captive individuals. In addition to exposures, this review discusses experimental infections in terms of the potential for reservoir competence of select wild mammal species. Overall, few experimental infections have been conducted on wild mammals. As such, the role of most wild mammals as potential amplifying hosts for WNV is, to date, uncertain. In most instances, experimental infections of wild mammals with WNV have resulted in no or low-level viremia. Some recent studies have indicated that certain species of tree squirrels (Sciurus spp.), eastern chipmunks (Tamias striatus), and eastern cottontail rabbits (Sylvilagus floridanus) develop viremia sufficient for infecting some mosquito species. Certain mammalian species, such as tree squirrels, mesopredators, and deer have been suggested as useful species for WNV surveillance. In this review article, the information pertaining to wild mammal associations with WNV is synthesized."	1
plecotus auritus	Chiroptera	european bat 1 lyssavirus	15030600	Spill-over of European bat lyssavirus type 1 into a stone marten (Martes foina) in Germany.	"European bat lyssavirus type 1 (EBLV-1, genotype 5) is known to endemically circulate in insectivorous bat populations in Germany. In August 2001, a rabies suspect stone marten (Martes foina) was found in the city of Burg (Saxony-Anhalt, Germany) and was sent to the regional veterinary laboratory for routine rabies diagnosis. Whereas brain samples repeatedly tested negative in the fluorescent antibody test for classical rabies virus (genotype 1), the mouse inoculation test and the rabies tissue culture inoculation test yielded positive results. Rabies viral RNA was also detected in the stone marten brain sample both by nested and heminested RT-PCR specific for the nucleoprotein gene and for the nucleoprotein phosphoprotein junction of rabies virus. The amplification products were sequenced to genotype the isolate. Sequence data obtained from the first-round RT-PCR products were analysed and the suspect stone marten isolate was confirmed as a rabies related virus (EBLV-1a). Phylogenetic comparison with sequences from recent genotype five isolates from Germany and Denmark showed that it was closely related to a previous isolate of EBLV-1 from a serotine bat in Saxony-Anhalt obtained in the same year in an area adjacent to the place where the EBLV-1 infected stone marten was found. Both EBLV-1 isolates share a 99.5% identity. This is the first report of an EBLV-1a spill-over from an insectivorous bat into wildlife in Europe."	0
plecotus auritus	Chiroptera	european bat 1 lyssavirus	15030600	Muller T, Cox J, Peter W, Schafer R, Johnson N, McElhinney LM, et al. (2004). Spill-over of European bat lyssavirus type 1 into a stone marten (Martes foina) in Germany. Journal of veterinary medicine. 51:49-54.	"European bat lyssavirus type 1 (EBLV-1, genotype 5) is known to endemically circulate in insectivorous bat populations in Germany. In August 2001, a rabies suspect stone marten (Martes foina) was found in the city of Burg (Saxony-Anhalt, Germany) and was sent to the regional veterinary laboratory for routine rabies diagnosis. Whereas brain samples repeatedly tested negative in the fluorescent antibody test for classical rabies virus (genotype 1), the mouse inoculation test and the rabies tissue culture inoculation test yielded positive results. Rabies viral RNA was also detected in the stone marten brain sample both by nested and heminested RT-PCR specific for the nucleoprotein gene and for the nucleoprotein phosphoprotein junction of rabies virus. The amplification products were sequenced to genotype the isolate. Sequence data obtained from the first-round RT-PCR products were analysed and the suspect stone marten isolate was confirmed as a rabies related virus (EBLV-1a). Phylogenetic comparison with sequences from recent genotype five isolates from Germany and Denmark showed that it was closely related to a previous isolate of EBLV-1 from a serotine bat in Saxony-Anhalt obtained in the same year in an area adjacent to the place where the EBLV-1 infected stone marten was found. Both EBLV-1 isolates share a 99.5% identity. This is the first report of an EBLV-1a spill-over from an insectivorous bat into wildlife in Europe."	0
praomys jacksoni	Rodentia	modoc virus	2987550	Zarnke RL, and Yuill M (1985). Modoc-like virus isolated from Wild Deer Mice (Peromyscus maniculatus) in Alberta. Journal of wildlife diseases 21:94-99.	"Small mammals were trapped in northeastern Alberta, Canada during 1976. Blood samples from these animals were tested for virus by inoculation of suckling mice. Blood clots from two deer mice yielded isolates of the same virus. The virus was related antigenically to a number of flaviviruses which have been isolated from mammals in Central America and North America and was related most closely to Modoc virus. Physical, chemical, and biological properties of the virus were similar also to those of Modoc virus. It did not produce illness or death in deer mice inoculated in the laboratory. Neutralization tests indicated that 1/38 (3%) red squirrels (Tamiasciurus hudsonicus), 3/35 (9%) least chipmunks (Eutamius minimus), 13/109 (12%) deer mice, and 3/50 (6%) humans were infected naturally. This is the first reported evidence of infection of red squirrels and chipmunks with a Modoc-like virus. These data extend the range of Modoc-like viruses northward by 1,500 km and comprise the first isolate from mammals in the boreal forest of Canada."	0
pteropus rufus	Chiroptera	west nile virus	23212739	West Nile virus associations in wild mammals: a synthesis.	"Exposures to West Nile virus (WNV) have been documented in a variety of wild mammals in both the New and Old Worlds. This review tabulates at least 100 mammal species with evidence of WNV exposure. Many of these exposures were detected in free-ranging mammals, while several were noted in captive individuals. In addition to exposures, this review discusses experimental infections in terms of the potential for reservoir competence of select wild mammal species. Overall, few experimental infections have been conducted on wild mammals. As such, the role of most wild mammals as potential amplifying hosts for WNV is, to date, uncertain. In most instances, experimental infections of wild mammals with WNV have resulted in no or low-level viremia. Some recent studies have indicated that certain species of tree squirrels (Sciurus spp.), eastern chipmunks (Tamias striatus), and eastern cottontail rabbits (Sylvilagus floridanus) develop viremia sufficient for infecting some mosquito species. Certain mammalian species, such as tree squirrels, mesopredators, and deer have been suggested as useful species for WNV surveillance. In this review article, the information pertaining to wild mammal associations with WNV is synthesized."	1
rattus norvegicus	Rodentia	cardiovirus a	219806	Heterospecific activity of rat interferon.	"In the experiments performed in vitro and in vivo it has been found that the rat and rat embryo fibroblasts cultured in vitro after the induction with virus produce interferon which displays the antiviral activity not only in the homologous cells but also in the heterologous ones. When analysed by chromatography on Sephadex G-100 it was shown that the rat serum contains two interferon populations differing in the molecular weight and both active in the homologous and heterologous cells. The interferon with the heterospecific activity has been used in the experimental therapy of mice infected with Encephalomyocarditis Virus (EMC), Vesicular Stomatitis Virus (VSV) and Influenza Virus, and was found to be effective."	0
