PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	EA	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZA	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
J	Ramisse, F.; Cavallo, J.; Noury, J.; Alonso, J.; Hernandez, E.								Compared efficacy of local passive immunoprophylaxis and chemioprophylaxis against influenza A virus pneumonia in mice								Abstracts of the General Meeting of the American Society for Microbiology				101				28	29						2001	2001	Influenza is one of the main viral diseases in human. The whole communities are concerned by this virus, with an increased incidence in elderly and in immunocompromised patients. Chemical anti viral compounds, as amantadine and zanamivir, are available for treatment. The main risk of these treatments is the emergence of resistant strains. Local passive immunoprophylaxis with human polyclonal or human monoclonal antibodies could be an alternative way of prevention. The aim of this work was to evaluate and to compare the efficacy of passive local immunoprophylaxis with polyclonal or monoclonal antibodies and chemioprophylaxis in mice infected with a lethal dose of influenza A virus. The viral strain used was influenza A virus ((A/Scotland/74 (H3N2)) adapted to mice by serial lung passages. For immunoprophylaxis: Groups of 10 BALB/c mice received respectively a single dose of: - IvIg at the regimen of 3.7, 7.5, 15, 30 or 60 mg/kg, - F(ab')2 fragments (3, 6, 15 or 30 mg/kg), - One mg/kg of human monoclonal antibodies. For chemioprophylaxis, Zanamivir (GlaxoWellcome laboratories, France) was administered twice a day intranasally, since one day before experimental infection to five days after, at the dose of 25 mg/kg. Amantadine (Du Pont Merck Pharma, Quebec) was administered orally, since one day before experimental infection to five days after, at the dose of 600 mg/kg, once a day. Mice were fully protected by a single dose of 500 mug of IvIg administered 3 days before challenge. Identical result was obtained with 150 mug of F(ab')2 fragments but only when administered 24 hours before challenge. Human monoclonal antibodies protected 83% of the animals. Zanamivir or Amantadine were successful only with daily repeated drugs administration. These results show the interest of local passive immunoprophylaxis to protect non immunized mice against a lethal viral infection. This easy way of administration could be evaluated in humans and considered as a complement for vaccination in case of outbreaks in human population.					101st General Meeting of the American Society for Microbiology101st General Meeting of the American Society for Microbiology	May 20-24, 2001May 20-24, 2001	American Society for MicrobiologyAmerican Society for Microbiology	Orlando, FL, USAOrlando, FL, USA													BCI:BCI200200176226		
J	Kiso, Maki; Lopes, Tiago J. S.; Yamayoshi, Seiya; Ito, Mutsumi; Yamashita, Makoto; Nakajima, Noriko; Hasegawa, Hideki; Neumann, Gabriele; Kawaoka, Yoshihiro								Combination Therapy With Neuraminidase and Polymerase Inhibitors in Nude Mice Infected With Influenza Virus								JOURNAL OF INFECTIOUS DISEASES				217	6			887	896		10.1093/infdis/jix606				MAR 15 2018	2018	Background. Treatment of immunocompromised, influenza virus-infected patients with the viral neuraminidase inhibitor oseltamivir often leads to the emergence of drug-resistant variants. Combination therapy with compounds that target different steps in the viral life cycle may improve treatment outcomes and reduce the emergence of drug-resistant variants.Methods. Here, we infected immunocompromised nude mice with an influenza A virus and treated them with neuraminidase (oseltamivir, laninamivir) or viral polymerase (favipiravir) inhibitors, or combinations thereof.Results. Combination therapy for 28 days increased survival times compared with monotherapy, but the animals died after treatment was terminated. Mono-and combination therapies did not consistently reduce lung virus titers. Prolonged viral replication led to the emergence of neuraminidase inhibitor-resistant variants, although viruses remained sensitive to favipiravir. Overall, favipiravir provided greater benefit than neuraminidase inhibitors.Conclusions. Collectively, our data demonstrate that combination therapy in immunocompromised hosts increases survival times, but does not suppress the emergence of neuraminidase inhibitor-resistant variants.																					WOS:000427131300007	29186472	
J	McMillan, B.; Boulger, L. R.								The susceptibility of the ground-squirrel Xerus (Euxerus) erythropus Geoffroy, 1803, to rabies street virus and its potentiality as a reservoir of rabies in Northern Nigeria.								Annals of Tropical Medicine and Parasitology				54				165	171						1960	1960																						ZOOREC:ZOOR09700013137		
J	Foord, Adam J.; White, John R.; Colling, Axel; Heine, Hans G.								Microsphere Suspension Array Assays for Detection and Differentiation of Hendra and Nipah Viruses								BIOMED RESEARCH INTERNATIONAL				2013						289295	10.1155/2013/289295				2013	2013	Microsphere suspension array systems enable the simultaneous fluorescent identification of multiple separate nucleotide targets in a single reaction. We have utilized commercially available oligo-tagged microspheres (Luminex MagPlex-TAG) to construct and evaluate multiplexed assays for the detection and differentiation of Hendra virus (HeV) and Nipah virus (NiV). Both these agents are bat-borne zoonotic paramyxoviruses of increasing concern for veterinary and human health. Assays were developed targeting multiple sites within the nucleoprotein (N) and phosphoprotein (P) encoding genes. The relative specificities and sensitivities of the assays were determined using reference isolates of each virus type, samples from experimentally infected horses, and archival veterinary diagnostic submissions. Results were assessed in direct comparison with an established qPCR. The microsphere array assays achieved unequivocal differentiation of HeV and NiV and the sensitivity of HeV detection was comparable to qPCR, indicating high analytical and diagnostic specificity and sensitivity.																					WOS:000314937200001	23509705	
J	SOKOLOVA E I; MIRZOEVA N M; KULIEVA N M; GROMASHEVSKII V L; CHERVONSKII V I								EXPERIMENTAL TRANSMISSION OF VIRUS SINDBIS BY AEDES-AEGYPTI								Parazitologiya (St. Petersburg)				5	5			405	407						1971	1971																						BCI:BCI197254051612		
J	LAVROV, VF; ORLOVA, NG; RATGAUZ, GL; AKATOV, AK; AGEEVA, ON; KHODAKOVA, LP; MARGULIS, IU; MAMONTOVA, TV								ROLE OF CELL-MEDIATED AND HUMORAL BODY RESISTANCE FACTORS IN THE DEVELOPMENT OF EXPERIMENTAL INFLUENZA-STAPHYLOCOCCAL INFECTION IN MICE								ZHURNAL MIKROBIOLOGII EPIDEMIOLOGII I IMMUNOBIOLOGII					4			73	&						APR 1989	1989																						WOS:A1989U363400019	2735172	
J	WATTRE, P								VIRUS AND JUVENILE DIABETES-MELLITUS								SEMAINE DES HOPITAUX				60	16			1153	1161						1984	1984																						WOS:A1984SM39000009	6326309	
J	PATTYN, S. R.; De VLEESCHAUWER, L.								Arbovirus hemagglutinins in cultures of tissues and brain of new-born rats				Hemagglutinines des arbovirus en cultures de tissus et cerveaux de rats nouveau-nes				ANN SOC BELG MED TROP				44	(3)			525	530						1964	1964	HeLa and chick embryo cells were grown in tissue culture and infected with various strains of viruses. Hemagglutinins could be obtained with WEE and Sindbis viruses in chick embryo cultures and with FJ and RSSE viruses in HeLa cultures. Not all viruses which multiply in tissue culture furnish hemagglutinins. The brain of newborn rats may also serve as antigens for hemagglutination reactions. || ABSTRACT AUTHORS: Joan S. LaVan																					BCI:BCI19664700023320		
J	ZOLL, J; GALAMA, J; MELCHERS, W								MOLECULAR-IDENTIFICATION OF CARDIOVIRUSES BY ENZYMATIC AMPLIFICATION								MOLECULAR AND CELLULAR PROBES				7	6			447	452		10.1006/mcpr.1993.1066				DEC 1993	1993																						WOS:A1993MR20700005	7511789	
J	Bielefeldt-Ohmann, Helle; Bosco-Lauth, Angela; Hartwig, Airn-Elizabeth; Uddin, M. Jasim; Barcelon, Jean; Suen, Willy W.; Wang, Wenqi; Hall, Roy A.; Bowen, Richard A.								Characterization of non-lethal West Nile Virus (WNV) infection in horses: Subclinical pathology and innate immune response								MICROBIAL PATHOGENESIS				103				71	79		10.1016/j.micpath.2016.12.018				FEB 2017	2017	Most natural West Nile virus (WNV) infections in humans and horses are subclinical or sub-lethal and non-encephalitic. Yet, the main focus of WNV research remains on the pathogenesis of encephalitic disease, mainly conducted in mouse models. We characterized host responses during subclinical WNV infection in horses and compared outcomes with those obtained in a novel rabbit model of subclinical WNV infection (Suen et al. 2015. Pathogens, 4: 529). Experimental infection of 10 horses with the newly emerging WNV-strain, WNVNSW2011, did not result in neurological disease in any animal but transcriptional upregulation of both type I and II interferon (IFN) was seen in peripheral blood leukocytes prior to or at the time of viremia. Likewise, transcript upregulation for IFNs, TNF alpha, IL1 beta, CXCL10, TLRs, and MyD88 was detected in lymphoid tissues, while IFN alpha, CXCL10, TLR3, ISG15 and IRF7 mRNA was upregulated in brains with. histopathological evidence of mild encephalitis, but absence of detectable viral RNA or antigen. These responses were reproduced in the New Zealand White rabbits (Oryctolagus cuniculus) experimentally infected with WNVNSW2011, by intradermal footpad inoculation. Kinetics of the anti-WNV antibody response was similar in horses and rabbits, which for both species may be explained by the early IFN and cytokine responses evident in circulating leukocytes and lymphoid organs. Given the similarities to the majority of equine infection outcomes, immunocompetent rabbits appear to represent a valuable small-animal model for investigating aspects of non-lethal WNV infections, notably mechanisms involved in abrogating morbidity. (C) 2016 Elsevier Ltd. All rights reserved.																					WOS:000393348600009	28012987	
J	Hornei, B; Kammerer, R; Moubayed, P; Frings, W; Gauss-Muller, V; Dotzauer, A								Experimental hepatitis A virus infection in guinea pigs								JOURNAL OF MEDICAL VIROLOGY				64	4			402	409		10.1002/jmv.1065				AUG 2001	2001	Although many of the properties of hepatitis A virus (HAV) are known, several aspects of HAV pathogenesis are still not understood, such as the mechanism underlying the hepatotropism or HAV replication in extrahepatic sites. Detailed studies of these aspects were hampered mostly by the lack of accessible animal models, since only nonhuman primates are susceptible to experimental infections. An alternative animal model would also be of interest to assess the primary replication site and for the evaluation of the safety and efficacy of vaccines. A study was undertaken to determine whether HAV can infect guinea pigs and whether they are useful as a model for studying aspects of HAV pathogenesis and for the evaluation of vaccines. HAV variants adapted to primate or guinea pig tissue culture were used to inoculate guinea pigs intraperitoneally and by the oral route. The animals were observed for clinical disease, shedding of HAV in stools, viremia, seroconversion, evidence for liver damage by biochemical liver function tests, virus presence in the liver, development of hepatic histopathological changes, and occurrence of HAV in extrahepatic organs. The animals developed an active, clinically inapparent infection with specific histopathological changes in the liver. Although virus replication occurred, as shown by RT-PCR and isolation of infectious virus from feces and serum, it seems unlikely that guinea pigs are suitable for studying the clinical features of hepatitis A, because the clinical and laboratory parameters remained normal. However, guinea pigs appear useful for studying some aspects of HAV pathogenesis and for testing the safety of vaccines. J. Med. Virol. 64:402-409, 2001. (C) 2001 Wiley-Liss, Inc.																					WOS:000169667600003	11468723	
J	Verinaud, L; Camargo, IJB; Vassallo, J; Sakurada, JK; Rangel, HA								Lymphoid organ alterations enhanced by sub-lethal doses of coronaviruses in experimentally induced Trypanosoma cruzi infection in mice								LABORATORY ANIMAL SCIENCE				49	1			35	41						FEB 1999	1999	The effect of sub-lethal doses of coronaviruses on the course of disease in CBA mice experimentally infected with a mildly pathogenic strain of Trypanosoma cruzi was investigated. Mice were inoculated with either T. cruzi, 0.1 median lethal dose (LD50) of coronavirus (mouse hepatitis virus [MHV-3] or virus X), or both pathogens. Levels of parasitemia, mortality, and the extent of pathologic alterations in lymphoid organs were determined. Mice inoculated with T. cruzi had mild alterations in their lymphoid organs and survived infection. In contrast, mice inoculated with both pathogens died, and had significantly higher levels of parasitemia and profound alterations in lymphoid organs. These results indicate that the pathologic profile of T. cruzi infection can be profoundly altered by subclinical infection with coronaviruses.																					WOS:000079087000006	10090092	
J	Sullivan, Christopher S.; Sung, Chang K.; Pack, Christopher D.; Grundhoff, Adam; Lukacher, Aron E.; Benjamin, Thomas L.; Ganem, Don								Murine Polyomavirus encodes a microRNA that cleaves early RNA transcripts but is not essential for experimental infection								VIROLOGY				387	1			157	167		10.1016/j.virol.2009.02.017				APR 25 2009	2009	MicroRNAs are small regulatory RNAs that post-transcriptionally regulate gene expression and can be encoded by viral as well as cellular genomes. The functions Of most Viral miRNAs are unknown and few have been studied in an in vivo context. Here we show that the murine polyomavirus (PyV) encodes a precursor microRNA that is processed into two mature microRNAs, both of which are active at directing the cleavage of the early PyV mRNAs. Furthermore, we identify a deletion mutant of polyomavirus that is defective in encoding the microRNAs. This mutant replicates normally and transforms Cultured cells with efficiencies comparable to wildtype PyV. The miRNA mutant is competent to establish a transient infection of mice following parenteral inoculation, and is cleared post infection at approximately the same rate as the wildtype virus. In addition, under these laboratory conditions, we observe no differences in anti-viral CD8 T cell responses. These results indicate that PyV miRNA expression is not essential for infection of cultured cells or experimentally inoculated mice, and raise the possibility that its role in natural infection might involve aspects Of acquisition or spread that are not recapitulated by experimental inoculation. (C) 2009 Elsevier Inc. All Fights reserved.																					WOS:000265561800018	19272626	
J	Maroui, Mohamed Ali; Calle, Aleth; Cohen, Camille; Streichenberger, Nathalie; Texier, Pascale; Takissian, Julie; Rousseau, Antoine; Poccardi, Nolwenn; Welsch, Jeremy; Corpet, Armelle; Schaeffer, Laurent; Labetoulle, Marc; Lomonte, Patrick								Latency Entry of Herpes Simplex Virus 1 Is Determined by the Interaction of Its Genome with the Nuclear Environment								PLOS PATHOGENS				12	9					e1005834	10.1371/journal.ppat.1005834				SEP 2016	2016	Herpes simplex virus 1 ( HSV-1) establishes latency in trigeminal ganglia ( TG) sensory neurons of infected individuals. The commitment of infected neurons toward the viral lytic or latent transcriptional program is likely to depend on both viral and cellular factors, and to differ among individual neurons. In this study, we used a mouse model of HSV-1 infection to investigate the relationship between viral genomes and the nuclear environment in terms of the establishment of latency. During acute infection, viral genomes show two major patterns: replication compartments or multiple spots distributed in the nucleoplasm ( namely "multiple-acute"). Viral genomes in the "multiple-acute" pattern are systematically associated with the promyelocytic leukemia ( PML) protein in structures designated viral DNA-containing PML nuclear bodies ( vDCP-NBs). To investigate the viral and cellular features that favor the acquisition of the latency-associated viral genome patterns, we infected mouse primary TG neurons from wild type ( wt) mice or knock-out mice for type 1 interferon ( IFN) receptor with wt or a mutant HSV-1, which is unable to replicate due to the synthesis of a non-functional ICP4, the major virus transactivator. We found that the inability of the virus to initiate the lytic program combined to its inability to synthesize a functional ICP0, are the two viral features leading to the formation of vDCP-NBs. The formation of the "multiple-latency" pattern is favored by the type 1 IFN signaling pathway in the context of neurons infected by a virus able to replicate through the expression of a functional ICP4 but unable to express functional VP16 and ICP0. Analyses of TGs harvested from HSV-1 latently infected humans showed that viral genomes and PML occupy similar nuclear areas in infected neurons, eventually forming vDCP-NB-like structures. Overall our study designates PML protein and PML-NBs to be major cellular components involved in the control of HSV-1 latency, probably during the entire life of an individual.																					WOS:000385621900017	27618691	
J	Megid, J; Cremonini, DN; Leomil, H								Distribution of rabies virus in infected mice, vaccinated and submitted to P-acnes as immunomodulator								COMPARATIVE IMMUNOLOGY MICROBIOLOGY AND INFECTIOUS DISEASES				25	4			237	248	PII S0147-9571(02)00010-3	10.1016/S0147-9571(02)00010-3				JUL 2002	2002	The lethality and distribution of rabies virus were evaluated in swiss mice experimentally infected with street rabies virus, vaccinated and submitted to immunomodulation by P. acnes (formerly Corynebacterium parvum). The animals were sacrificed at different times,when the different tissues were collected and submitted to fluorescent antibody test (FAT) and mouse inoculation test (MIT). The group submitted to vaccination and P. acnes treatment presented a percentage of survival superior to that observed in infected mice only treated with P. acnes. Control infected animals had the lowest survival rates. The distribution of rabies virus in spleen of infected mice, vaccinated and submitted to P. acnes was superior to that verified in infected mice not treated with P. acnes. The increased survival correlated with the distribution of rabies virus in lymphoid tissues, could be interpreted as the consequence of P. acnes activity on macrophages. The results suggest the role of macrophages against rabies virus infection in mice and the importance of vaccination in the post expositive treatment of rabies. (C) 2002 Published by Elsevier Science Ltd.																					WOS:000176321900004	12135238	
J	Apekina, N. S.; Bernshtein, A. D.; Demina, V. T.; Gavrilovskaya, I. N.								Variants of the Immunoreactivity and Infectious Process in Bank Vole (Myodes glareolus) Experimentally Infected with the Hantavirus Puumala (PUUV)								Voprosy Virusologii				59	4			42	46						JUL-AUG 2014	2014	As a result of a longitudinal study of the Puumala hantavirus (PUUV) in the experimentally infected bank voles (Myodes glareolus), we revealed three groups of the voles differing in the immunoreactivity and viral antigen concentration in the organs. The close correlation between these parameters suggested the existence of various mechanisms of the hantavirus persistence in the host.																					BCI:BCI201500068369	25549467	
J	JENNINGS, WL; LEWIS, AL; SATHER, GE; PIERCE, LV; BOND, JO								TAMIAMI VIRUS IN TAMPA-BAY AREA								AMERICAN JOURNAL OF TROPICAL MEDICINE AND HYGIENE				19	3			527	&		10.4269/ajtmh.1970.19.527				1970	1970																						WOS:A1970G272000020	5446319	
J	Oestereich, Lisa; Luedtke, Anja; Ruibal, Paula; Pallasch, Elisa; Kerber, Romy; Rieger, Toni; Wurr, Stephanie; Bockholt, Sabrina; Perez-Giron, Jose V.; Krasemann, Susanne; Guenther, Stephan; Munoz-Fontela, Cesar								Chimeric Mice with Competent Hematopoietic Immunity Reproduce Key Features of Severe Lassa Fever								PLOS PATHOGENS				12	5					e1005656	10.1371/journal.ppat.1005656				MAY 2016	2016	Lassa fever (LASF) is a highly severe viral syndrome endemic to West African countries. Despite the annual high morbidity and mortality caused by LASF, very little is known about the pathophysiology of the disease. Basic research on LASF has been precluded due to the lack of relevant small animal models that reproduce the human disease. Immunocompetent laboratory mice are resistant to infection with Lassa virus (LASV) and, to date, only immunodeficient mice, or mice expressing human HLA, have shown some degree of susceptibility to experimental infection. Here, transplantation of wild-type bone marrow cells into irradiated type I interferon receptor knockout mice (IFNAR(-/-)) was used to generate chimeric mice that reproduced important features of severe LASF in humans. This included high lethality, liver damage, vascular leakage and systemic virus dissemination. In addition, this model indicated that T cell-mediated immunopathology was an important component of LASF pathogenesis that was directly correlated with vascular leakage. Our strategy allows easy generation of a suitable small animal model to test new vaccines and antivirals and to dissect the basic components of LASF pathophysiology.																					WOS:000379344500044	27191716	
J	Carty, AJ; Franklin, CL; Riley, LK; Besch-Williford, C								Diagnostic polymerase chain reaction assays for identification of murine polyomaviruses in biological samples								COMPARATIVE MEDICINE				51	2			145	149						APR 2001	2001	Purpose: Mouse polyoma virus and K virus are murine polyomaviruses frequently used in carcinogenicity and cellular biology studies in mice. These viruses can cause persistent infections, which increase the likelihood of transmission through transplantation of cells from infected mice. To identify polyomavirus-infected biological samples, several diagnostic polymerase chain reaction (PCR) assays were developed.Methods: Polyomavirus-family and virus-specific PCR assays were designed and optimized for specificity and sensitivity. The generic (polyomavirus-family) PCR assay and mouse polyoma virus-specific assays were compared with the mouse bioassay for diagnosis of infected cellular samples.Results: Specificity of the PCR assays was confirmed by testing a battery of other murine viruses. The mouse polyoma virus PCR test was the most sensitive assay, detecting as few as 2,000 copies of homologous virus. The K virus PCR assay was about eightfold less sensitive, and the generic PCR test was the least sensitive. Mouse polyoma virus and generic PCR assays amplified mouse polyoma virus in the inoculum and tissues from experimentally infected mice, and performed better than did the mouse bioassay,Conclusions: Results of this study confirm that PCR is a specific and sensitive method for detection of murine polyomaviruses in biological samples.																					WOS:000168485100009	11922178	
J	ERNEK, E; ALBRECHT, P; NOSEK, J; LICHARD, M; KOZUCH, O								EXPERIMENTAL INFECTION OF CLETHRIONOMYS GLAREOLUS AND APODEMUS FLAVICOLLIS WITH TICK-BORNE ENCEPHALITIS VIRUS								ACTA VIROLOGICA				7	5			434	&						1963	1963																						WOS:A19632388A00004	14062331	
J	Wang De-li; Ci Yan-peng; Cui Yan-fang; Fan Zhao-bin; Liu Li-ling; Tian Guo-bin; Zeng Xian-ying; Chen Hua-lan; Li Yan-bing								Biological characteristic of an H10N7 avian influenza virus isolated from Wood Sandpiper in Qinhuangdao in 2013.								Zhongguo Yufang Shouyi Xuebao				37	1			6	9						Jan 2015	2015	An H10N7 subtype avian influenza virus (AIV) WSP/QHD/660-662/2013 (H10N7) was isolated from life Wood Sandpiper in Qinhuangdao, Hebei province in 2013, and the virus was subject to whole genomic sequencing and pathogenic test in mammalian model of BALB/c mice. The sequence analysis of HA showed that the virus possessed a motif of 334PELMQGRGL343 at the cleavage site of HA protein which categorized the isolate as a low pathogenic Ant. In addition, the HA gene of the isolate shared the highest homologous (97.90%) to that of the AIV A/Duck/Hunan/S11205/2012(H10N3), but the identity of NA gene was the highest (97.46%) to the AIV A/Domestic Duck/Republic of Georgia/1/2010 (H10N7). While, the internal genes of the isolate were higher identity to H9N2 and the other subtype AIVs, respectively. The sequence alignment revealed that the isolate probably was a natural reassortant from different subtype AIVs. Pathogenic study displayed that the artificially infected mice did not show any clinical symptoms and weight gain loss. However, the virus could be only detected in lungs and turbinates of the infected mice. These data demonstrated that the virus was also low pathogenic to mice.																					ZOOREC:ZOOR15106039853		
J	Liu, Kaituo; Gao, Ruyi; Wang, Xiaoquan; Han, Wenwen; Ji, Zhuxing; Zheng, Huafen; Gu, Min; Hu, Jiao; Liu, Xiaowen; Hu, Shunlin; Chen, Sujuan; Gao, Song; Peng, Daxin; Jiao, Xin-an; Liu, Xiufan								Pathogenicity and transmissibility of clade 2.3.4.4 highly pathogenic avian influenza virus subtype H5N6 in pigeons								VETERINARY MICROBIOLOGY				247						108776	10.1016/j.vetmic.2020.108776				AUG 2020	2020	Pigeons were previously thought to be resistant to H5 viruses and to play a minimal role in spreading these viruses. In this study, we evaluated the pathogenicity of two clade 2.3.4.4 H5N6 viruses in pigeons and the potential viral transmissibility to specific-pathogen-free chickens in direct close contact with experimentally infected pigeons. No pigeons from the A/goose/Eastern China/Xin/2015 (GS/Xin) group exhibited clinical signs or mortality, and the virus was only detected in a few organs. However, 3 of 12 pigeons inoculated with the A/goose/Eastern China/0326/2015 (GS/0326) virus died, and 7 of 12 showed neurological symptoms and efficient viral replication in multiple organs. In both groups, viral shedding occurred in only some of the pigeons, the shedding period was relatively short, and the infection was not transmitted to the chickens. We also used chicken, duck, and BALB/c mouse models to evaluate the pathogenicity of the two H5N6 isolates. Both H5N6 isolates showed highly pathogenic to chickens but different degrees of pathogenicity in mice. Interestingly, in ducks, the intravenous pathogenicity index indicated that the GS/Xin isolate was low pathogenic, and the GS/0326 isolate was highly pathogenic, corresponding to the pathogenicity in pigeons. Our results indicated that the pathogenicity of the clade 2.3.4.4 H5N6 virus is diverse in pigeons, and pigeons contribute little to its transmission among poultry. However, pigeons may still be potential healthy reservoirs of the H5N6 highly pathogenic avian influenza virus.																					WOS:000558156400041	32768222	
J	BELL, JF								ABORTIVE RABIES INFECTION .I. EXPERIMENTAL PRODUCTION IN WHITE MICE + GENERAL DISCUSSION								JOURNAL OF INFECTIOUS DISEASES				114	3			249	&		10.1093/infdis/114.3.249				1964	1964																						WOS:A19645441B00002	14183397	
J	Lum, Fok-Moon; Couderc, Therese; Chia, Bing-Shao; Ong, Ruo-Yan; Her, Zhisheng; Chow, Angela; Leo, Yee-Sin; Kam, Yiu-Wing; Renia, Laurent; Lecuit, Marc; Ng, Lisa F. P.								Antibody-mediated enhancement aggravates chikungunya virus infection and disease severity								SCIENTIFIC REPORTS				8						1860	10.1038/s41598-018-20305-4				JAN 30 2018	2018	The arthropod-transmitted chikungunya virus (CHIKV) causes a flu-like disease that is characterized by incapacitating arthralgia. The re-emergence of CHIKV and the continual risk of new epidemics have reignited research in CHIKV pathogenesis. Virus-specific antibodies have been shown to control virus clearance, but antibodies present at sub-neutralizing concentrations can also augment virus infection that exacerbates disease severity. To explore this occurrence, CHIKV infection was investigated in the presence of CHIKV-specific antibodies in both primary human cells and a murine macrophage cell line, RAW264.7. Enhanced attachment of CHIKV to the primary human monocytes and B cells was observed while increased viral replication was detected in RAW264.7 cells. Blocking of specific Fc receptors (Fc gamma Rs) led to the abrogation of these observations. Furthermore, experimental infection in adult mice showed that animals had higher viral RNA loads and endured more severe joint inflammation in the presence of sub-neutralizing concentrations of CHIKV-specific antibodies. In addition, CHIKV infection in 11 days old mice under enhancing condition resulted in higher muscles viral RNA load detected and death. These observations provide the first evidence of antibody-mediated enhancement in CHIKV infection and pathogenesis and could also be relevant for other important arboviruses such as Zika virus.																					WOS:000423508900031	29382880	
J	Slobodenyuk, V. K.; Glinskikh, N. P.; Grigoryeva, Yu. V.; Tulakina, L. G.; Pashnina, N. Ya.; Patsuk, N. V.; Rumako, E. N.								Neuropathogenecity of Coxsackie B virus strains isolated from children with clinical manifestations of aseptic meningitis in different years								Voprosy Virusologii				54	1			33	36						JAN-FEB 2009	2009	The neuropathogenicity of Coxsackie B3, B1, and B5 virus strains was studied in experimentally infected suckling BALB/c mice and in contact animals from the same nest and litter infected due to the natural virus spread. The similar neurological disorders were found in both groups of animals. The data on pathological and morphological changes in the medulla oblongata as dystrophic and necrotic changes in the neurons with their lysis and deletion, brain tissue edema, and hemodynamic changes confirmed the neutrotropicity of the strains under study. The revealed pattern of brain lesions did not depend on the time of isolation of the viral strains being examined.																					BCI:BCI200900286388	19253729	
J	Tauscher, Kerstin; Wernike, Kerstin; Fischer, Melina; Wegelt, Anne; Hoffmann, Bernd; Teifke, Jens Peter; Beer, Martin								Characterization of Simbu serogroup virus infections in type I interferon receptor knock-out mice								ARCHIVES OF VIROLOGY				162	10			3119	3129		10.1007/s00705-017-3475-1				OCT 2017	2017	In late 2011, Schmallenberg virus (SBV), a novel, arthropod-borne, teratogenic orthobunyavirus, emerged near the German/Dutch border and thereafter spread rapidly throughout the continent thereby causing great economic losses in European livestock. SBV mainly infects ruminants and closely related viruses such as Sabo virus (SABOV), Simbu virus (SIMBUV) and Sathuperi virus (SATV) have been isolated from their insect-vectors or putative ruminant hosts. However, information about their pathogenesis and in vivo studies with SABOV, SIMBUV, and SATV are scarce. As experimental infections of ruminants are comprehensive and time-consuming, an SBV small animal model was assessed regarding its suitability for studying Simbu viruses. Adult type I interferon deficient mice (IFNAR-/-) were subcutaneously infected with the Simbu serogroup members SABOV, SIMV and SATV, respectively, and compared to SBV-infected mice. All animals were clinically, virologically, serologically, and pathologically examined. The clinical signs were mainly characterised by the loss of body weight and by paralysis. In blood, and samples from the spleen and brain, high loads of viral genome were detected using newly developed real-time PCR assays. The most common histologic lesions included meningo-encephalomyelitis, perivascular cuffing of lymphocytes and macrophages, neuronal degeneration and gliosis. These lesions have also been described in foetuses after transplacental infection with SBV. In-situ hybridisation signals were widely distributed in multiple neurons of the brain and spinal cord in all examined, inoculated mice. In conclusion, IFNAR-/- mice are a suitable animal model for pathogenesis studies of a broad range of Simbu serogroup viruses since all the viruses examined displayed a common pattern of viral organ and tissue distribution in this mouse model.																					WOS:000410909200020	28702933	
J	KONDRASHOVA Z N								A STUDY OF THE SURVIVAL OF THE OMSK HEMORRHAGIC FEVER VIRUS IN MASSIVELY INFECTED IXODES-PERSULCATUS								Meditsinskaya Parazitologiya i Parazitarnye Bolezni				39	3			274	278						1970	1970																						BCI:BCI197152046620	5469822	
J	Fujimoto, Yoshikazu; Kyogoku, Kenji; Takeda, Keiko; Ozaki, Kinuyo; Yamamoto, Sayo; Suyama, Haruka; Ono, Etsuro								Antiviral effects against influenza A virus infection by a short hairpin RNA targeting the non-coding terminal region of the viral nucleoprotein gene								JOURNAL OF VETERINARY MEDICAL SCIENCE				81	3			383	388		10.1292/jvms.18-0436				MAR 2019	2019	RNA interference (RNAi) can inhibit Influenza A virus (IAV) infection in a gene-specific manner. In this study, we constructed a transgene expressing a short hairpin RNA (shRNA) that targets the noncoding region of the IAV RNA gene encoding nucleoprotein (NP). To investigate the antiviral effects of the shRNA, we generated two transgenic mouse lines with this transgene. Unfortunately, there was no apparent difference in IAV resistance between transgenic and non-transgenic littermates. To further investigate the antiviral effects of the shRNA, we prepared mouse embryonic fibroblasts (MEFs) from transgenic and non-transgenic mice. In experimental infections using these MEFs, virus production of mouse-adapted IAV strain A/Puerto Rico/8/1934 (PR8) in the transgenic MEFs was suppressed by means of the down-regulation of the viral RNA gene transcription in the early stages of infection in comparison with non-transgenic MEFs. These results indicated that expression of the shRNA was able to confer antiviral properties against IAVs to MEFs, although the effects were limited. Our findings suggest that the shRNA targeting the noncoding region of the viral RNA (vRNA) of NP might be a supporting tool in developing influenza-resistant poultry.																					WOS:000463745800010	30674743	
J	KARASEK, E								POSSIBILITIES AND LIMITS OF FLUORESCENCE SEROLOGICAL PROOF OF MOUSE POX VIRUS IN ORGANS								ZEITSCHRIFT FUR VERSUCHSTIERKUNDE				11	3-4			222	&						1969	1969																						WOS:A1969D817700010	4310711	
