PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	EA	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZA	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
J	Diederich, Sandra; Dietzel, Erik; Maisner, Andrea								Nipah virus fusion protein: Influence of cleavage site mutations on the cleavability by cathepsin L, trypsin and furin								VIRUS RESEARCH				145	2			300	306		10.1016/j.virusres.2009.07.020				NOV 2009	2009	Nipah virus (NiV), a highly pathogenic member of the Paramyxoviridae which originated from bats, encodes for a fusion (F) protein which is proteolytically processed within endosomes by cathepsin L We show here that sequence requirements for NiV F activation differ markedly from other para- or orthomyxoviral fusion proteins. In contrast to other viral fusion proteins with monobasic cleavage sites, processing of NiV F proteins with one single basic amino acid in the cleavage peptide by exogenous trypsin is very inefficient, and introduction of a consensus sequence for furin does not result in cleavage by this ubiquitous protease. In contrast, a multibasic cleavage peptide in the NiV F protein completely impairs proteolytic processing and the generation of biological activity. (C) 2009 Elsevier B.V. All rights reserved.																					WOS:000271054900015	19665506	
J	Horvat, Branka								Animal models for the study of emerging zoonotic viruses: Nipah and Hendra								VETERINARY JOURNAL				181	3			207	208		10.1016/j.tvjl.2008.12.009				SEP 2009	2009																						WOS:000267187100001	19200760	
J	Lieberman, Michael M.; Nerurkar, Vivek R.; Luo, Haiyan; Cropp, Bruce; Carrion, Ricardo, Jr.; de la Garza, Melissa; Coller, Beth-Ann; Clements, David; Ogata, Steven; Wong, Teri; Martyak, Tim; Weeks-Levy, Carolyn								Immunogenicity and Protective Efficacy of a Recombinant Subunit West Nile Virus Vaccine in Rhesus Monkeys								CLINICAL AND VACCINE IMMUNOLOGY				16	9			1332	1337		10.1128/CVI.00119-09				SEP 2009	2009	The immunogenicity and protective efficacy of a recombinant subunit West Nile virus (WNV) vaccine was evaluated in rhesus macaques (Macaca mulatta). The vaccine consisted of a recombinant envelope (E) protein truncated at the C-terminal end, resulting in a polypeptide containing 80% of the N-terminal amino acids of the native WNV protein (WN-80E), mixed with an adjuvant (GPI-0100). WN-80E was produced in a Drosophila melanogaster expression system with high yield and purified by immunoaffinity chromatography using a monoclonal antibody specific for flavivirus E proteins. Groups of monkeys were vaccinated with formulations containing 1 or 25 mu g of WN-80E antigen, and both humoral and cellular immunity were assessed after vaccination. The results demonstrated potent antibody responses to vaccination, as determined by both enzymelinked immunosorbent assay and virus-neutralizing antibody assays. All vaccinated animals responded favorably, and there was little difference in response between animals immunized with 1 or 25 mu g of WN-80E. Cellular immunity was determined by lymphocyte proliferation and cytokine production assays using peripheral blood mononuclear cells from vaccinated animals stimulated in vitro with WN-80E. Cell-mediated immune responses varied from animal to animal within each group. About half of the animals responded with lymphoproliferation, cytokine production, or both. Again, there was little difference in response between animals immunized with a 1- or 25-mu g dose of WN-80E in the vaccine formulations. In a separate experiment, groups of monkeys were immunized with the WN-80E/GPI-0100 vaccine or an adjuvant-only control formulation. Animals were then challenged by inoculation of wild-type WNV, and the level of viremia in each animal was monitored daily for 10 days. The results showed that whereas all animals in the control group had detectable viremia for at least 3 days after challenge, all of the vaccinated animals were negative on all days after challenge. Thus, the WN-80E vaccine was 100% efficacious in protecting monkeys against infection with WNV.																					WOS:000269580200011	19641099	
J	Wu, Xianfu; Hu, Rongliang; Zhang, Yongzhen; Dong, Guanmu; Rupprecht, Charles E.								Reemerging Rabies and Lack of Systemic Surveillance in People's Republic of China								EMERGING INFECTIOUS DISEASES				15	8			1159	1164		10.3201/eid1508.081426				AUG 2009	2009	Rabies is a reemerging disease in China. The high incidence of rabies leads to numerous concerns: a potential carrier-dog phenomenon, undocumented transmission of rabies virus from wildlife to dogs, counterfeit vaccines, vaccine mismatching, and seroconversion testing in patients after their completion of postexposure prophylaxis (PEP). These concerns are all scientifically arguable given a modern understanding of rabies. Rabies reemerges periodically in China because of high dog population density and low vaccination coverage in dogs. Mass vaccination campaigns rather than depopulation of dogs should be a long-term goal for rabies control. Seroconversion testing after vaccination is not necessary in either humans or animals. Human PEP should be initiated on the basis of diagnosis of biting animals. Reliable national systemic surveillance of rabies-related human deaths and of animal rabies prevalence is urgently needed. A laboratory diagnosis-based epidemiologic surveillance system can provide substantial information about disease transmission and effective prevention strategies.																					WOS:000268819100001	19751575	
J	Noah, James W.; Noah, Diana L.; Matalon, Sadis								Influenza Exerts Continued Pressure in an Era of Modern Medicine								AMERICAN JOURNAL OF RESPIRATORY CELL AND MOLECULAR BIOLOGY				41	1			3	7		10.1165/rcmb.2009-0158ED				JUL 2009	2009																						WOS:000267309000002	19423770	
J	Patterson, Abby R.; Cooper, Vickie L.; Yoon, Kyoung-Jin; Janke, Bruce H.; Gauger, Phillip C.								Naturally occurring influenza infection in a ferret (Mustela putorius furo) colony								JOURNAL OF VETERINARY DIAGNOSTIC INVESTIGATION				21	4			527	530		10.1177/104063870902100417				JUL 2009	2009	Tissue samples from 2 juvenile ferrets (Mustela putorius furo) from a colony that was undergoing an Outbreak of respiratory disease were submitted to the Iowa State University Veterinary Diagnostic Laboratory. Microscopic examination of lung samples revealed bronchointerstitial pneumonia with necrotizing bronchiolitis. Influenza A virus was detected in sections of formal in-fixed lung by immunohistochemistry and reverse transcription polymerase chain reaction assay. A field investigation of the premises and analysis of additional samples led to the confirmation and characterization of all influenza virus with high homology to contemporary reassortant H1N1 swine influenza viruses. Although ferrets have been used extensively to research the virulence and transmissibility of avian, human, and swine influenza virus strains, no published information exists oil naturally occurring outbreaks of swine influenza in ferrets.																					WOS:000267958200017	19564504	
J	Chauhan, Vinita S.; Sterka, David G., Jr.; Furr, Samantha R.; Young, Amy B.; Marriott, Ian								NOD2 Plays an Important Role in the Inflammatory Responses of Microglia and Astrocytes to Bacterial CNS Pathogens								GLIA				57	4			414	423		10.1002/glia.20770				MAR 2009	2009	While glial cells are recognized for their roles in maintaining neuronal function, there is growing appreciation that resident central nervous system (CNS) cells initiate and/or augment inflammation following trauma or infection. We have recently demonstrated that microglia and astrocytes constitutively express nucleotide-binding oligomerization domain-2 (NOD2), a member of the novel nucleotide-binding domain leucine-rich repeat region containing a family of proteins (NLR) that functions as an intracellular receptor for a minimal motif present in all bacterial peptidoglycans. In this study, we have confirmed the functional nature of NOD2 expression in astrocytes and microglia and begun to determine the relative contribution that this NLR makes in inflammatory CNS responses to clinically relevant bacterial pathogens. We demonstrate the increased association of NOD2 with its downstream effector molecule, Rip2 kinase, in primary cultures of murine microglia and astrocytes following exposure to bacterial antigens. We show that this cytosolic receptor underlies the ability of muramyl dipeptide to augment the production of inflammatory cytokines by glia following exposure to specific ligands for disparate Toll-like receptor homologues. In addition, we demonstrate that NOD2 is an important component in the in vitro inflammatory responses of resident glia to N. meningitidis and B. burgdorferi antigens. Finally, we have established that NOD2 is required, at least in part, for the astrogliosis, demyelination, behavioral changes, and elevated inflammatory cytokine levels observed following in vivo infection with these pathogens. As such, we have identified NOD2 as an important component in the generation of damaging CNS inflammation following bacterial infection. (C) 2008 Wiley-Liss, Inc.																					WOS:000262904000006	18803303	
S	Belser, Jessica A.; Szretter, Kristy J.; Katz, Jacqueline M.; Tumpey, Terrence M.						Maramorosch, K; Shatkin, AJ; Murphy, FA		Use of Animal Models to Understand the Pandemic Potential of Highly Pathogenic Avian Influenza Viruses								ADVANCES IN VIRUS RESEARCH, VOL 73		Advances in Virus Research		73				55	97		10.1016/S0065-3527(09)73002-7				2009	2009	It has been 40 years since the last influenza pandemic and it is generally considered that another could occur at any time. Recent introductions of influenza A viruses from avian sources into the human population have raised concerns that these viruses may be a source of a future pandemic strain. Therefore, there is a need to better understand the pathogenicity of avian influenza viruses for mammalian species so that we may be better able to predict the pandemic potential of such viruses and develop improved methods for their prevention and control. In this review, we describe the virulence of H5 and H7 avian influenza viruses in the mouse and ferret models. The use of these models is providing exciting new insights into the contribution of virus and host responses toward avian influenza viruses, virus tropism, and virus transmissibility. Identifying the role of individual viral gene products and mapping the molecular determinants that influence the severity of disease observed following avian influenza virus infection is dependent on the use of reliable animal models. As avian influenza viruses continue to cause human disease and death, animal pathogenesis studies identify avenues of investigation for novel preventative and therapeutic agents that could be effective in the event of a future pandemic.																					WOS:000293008800002	19695381	
B	Blair, Carol D.						Diamond, MS		Vector Biology and West Nile Virus								Emerging Infectious Diseases of the 21st Century		Emerging Infectious Diseases of the 21st Century						45	67		10.1007/978-0-387-79840-0_3				2009	2009	West Nile virus (WNV) infection of competent mosquito vectors is essential for maintenance and amplification of the virus in natural mosquito-bird cycles. Bridge vectors are necessary to link the enzootic cycle to humans, and a complex set of vectorial, host and environmental factors determine the magnitude and dynamics of the epidemics. Identifying WNV vectors and controlling their numbers and/or reducing their rate of infection are the best current strategies for preventing human disease. Availability of new tools such as mosquito genome sequences presents opportunities for development of novel control strategies.																					BCI:BCI200900313017		
J	Rackova, Sylva; Janu, Lubos; Kabickova, Hana								Borna disease virus circulating immunocomplex positivity and psychopathology in psychiatric patients in the Czech Republic								NEUROENDOCRINOLOGY LETTERS				30	3			414	419						2009	2009	OBJECTIVES: Borna disease virus (BDV) is an RNA virus belonging to the family Bornaviridae. BDV is a neurotropic virus that causes changes in mood, behaviour and cognition. Patients with psychiatric disorders have a higher incidence of BDV positivity than healthy individuals.METHODS: We examined the seropositivity of BDV circulating immunocomplexes (CIC) in psychiatric patients and healthy individuals (blood donors). We examined 39 psychiatric inpatients for the presence of BDV CIC in the serum by ELISA on day 0, 28 and 56. During the same period psychopathology was measured using psychiatric scales (CGI, CGI-I, MADRS, SDS, PANSS). This is the first such study performed in the Czech Republic.RESULTS: BDV CIC positivity was detected in 66.7% of psychiatric patients (26/39) on day 0, in 53.9% (14/26) on day 28 and in 52.9% on day 56 (9/17). The control group was 22.2% (28/126) positive. The incidence of BDV CIC was significantly higher in psychiatric patients than in healthy individuals (p=0.001). The significantly higher level of BDV CIC was associated with the higher severity of psychopathology in comparison with patients with mild or moderate psychopathology (p=0.03). We did not find any association between BDV CIC positivity and other characteristics (age, diagnosis, family, personal history, the history of infectious diseases, contact with animals).CONCLUSION: In our study psychiatric patients had significantly higher levels of BDV CIC than the control group. The highest levels of BDV CIC were detected in patients with more severe psychopathology.																					WOS:000272199300022	19855370	
J	Davis, Lisa Marie; Spackman, Erica								Do Crocodilians Get the Flu? Looking for Influenza A in Captive Crocodilians								JOURNAL OF EXPERIMENTAL ZOOLOGY PART A-ECOLOGICAL AND INTEGRATIVE PHYSIOLOGY				309A	10	SI		571	580		10.1002/jez.454				DEC 1 2008	2008	It is well established that several wild aquatic bird species serve as reservoirs for the influenza A virus. It has also been shown that the influenza A virus can be transmitted to mammalian species such as tigers and domestic cats and dogs through ingestion of infected birds. Another group of animals that should also be considered as potential hosts for the influenza A virus are the crocodilians. Many crocodilian species share aquatic environments with wild birds that are known to harbor influenza viruses. In addition, many large crocodilians utilize birds as a significant food source. Given these factors in addition to the close taxonomic proximity of aves to the crocodilians, it is feasible to ask whether crocodilian species may also harbor the influenza A virus. Here we analyzed 37 captive crocodilians from two locations in Florida (plus 5 wild bird fecal-samples from their habitat) to detect the presence of influenza A virus. Several sample types were examined. Real-time RT-PCR tests targeting the influenza A matrix gene were positive for four individual crocodilians-Alligator sinensis, Paleosuchus trigonatus, Caiman latirostris and Crocodylus niloticits. Of the seven serum samples tested with the avian influenza virus agar gel immunodiffusion assay, three showed a nonspecific reaction to the avian influenza virus antigen-A. sinensis, P. trigonatus and C. niloticus (C. latirostris was not tested). Viable virus could not be recovered from RT-PCR-positive samples, although this is consistent with previous attempts at viral isolation in embryonated chicken eggs with crocodilian viruses. J. Exp. Zool. 309A:571-580, 2008. (C) 2008 Wiley-Liss, Inc.																					WOS:000261223300002	18381628	
J	Marschall, Julia; Schulz, Bianka; Priv-Doz, Timm C. Harder; Huebner, Janine; Huisinga, Elke; Hartmann, Katrin								Prevalence of influenza A H5N1 virus in cats from areas with occurrence of highly pathogenic avian influenza in birds								JOURNAL OF FELINE MEDICINE AND SURGERY				10	4			355	358		10.1016/j.jfms.2008.03.007				AUG 2008	2008	Natural and experimental infections have shown that cats are Susceptible to highly pathogenic avian influenza A Virus Subtype H5N1 (HPAIV H5N1). Cats can be severely affected and die from the disease, but subclinical infections have also been reported. To learn more about the role of cats in the spread of the virus and about the risk posed to cats, the prevalence of H5N1 virus was examined in 171 cats from areas in Germany and Austria in which birds infected with HPAIV H5N1 had been found. Pharyngeal swabs were examined for H5N1 virus using real-time polymerase chain reaction, and serum samples were tested for antibodies to influenza virus, None of the cats showed evidence of infection with H5N1 virus. Prevalence of H5N1 virus was determined to be <1.8% (95% confidence interval (Cl): 0.000000-0.017366); prevalence of antibodies was <2.6%,) (95%, CI: 0.000000-0.025068).																					WOS:000258501300007	18640861	
J	Marschall, Julia; Hartmann, Katrin								Avian influenza a H5N1 infections in cats								JOURNAL OF FELINE MEDICINE AND SURGERY				10	4			359	365		10.1016/j.jfms.2008.03.005				AUG 2008	2008	Although cats had been considered resistant to disease from influenza virus infection, domestic cats and large felids are now known to be naturally und experimentally susceptible to infection with highly pathogenic avian influenza virus H5N1 (HPAIV H5N1). The virus causes systemic infection, lung and liver being the mainly affected organs. Infected cats show fever, depression, dyspnoea, and neurological signs, but subclinical infections have also occurred. Mostly, cats have been infected by direct contact with affected birds, especially by eating raw poultry; transmission from cat to cat may also occur. Little is known about the role of cats in the epidemiology of the virus. So far, no reassortment between avian and mammalian influenza viruses has Occurred in cats, but experts fear that cats might give the virus an opportunity to adapt to mammals. This publication gives a review on avian influenza in cats with a focus on practical aspects for veterinarians. (C) 2008 ESFM and AAFP Published by Elsevier Ltd. All rights reserved.																					WOS:000258501300008	18619884	
J	Swaddle, John P.; Calos, Stavros E.								Increased Avian Diversity Is Associated with Lower Incidence of Human West Nile Infection: Observation of the Dilution Effect								PLOS ONE				3	6					e2488	10.1371/journal.pone.0002488				JUN 25 2008	2008	Recent infectious disease models illustrate a suite of mechanisms that can result in lower incidence of disease in areas of higher disease host diversity-the 'dilution effect'. These models are particularly applicable to human zoonoses, which are infectious diseases of wildlife that spill over into human populations. As many recent emerging infectious diseases are zoonoses, the mechanisms that underlie the 'dilution effect' are potentially widely applicable and could contribute greatly to our understanding of a suite of diseases. The dilution effect has largely been observed in the context of Lyme disease and the predictions of the underlying models have rarely been examined for other infectious diseases on a broad geographic scale. Here, we explored whether the dilution effect can be observed in the relationship between the incidence of human West Nile virus (WNV) infection and bird (host) diversity in the eastern US. We constructed a novel geospatial contrasts analysis that compares the small differences in avian diversity of neighboring US counties (where one county reported human cases of WNV and the other reported no cases) with associated between-county differences in human disease. We also controlled for confounding factors of climate, regional variation in mosquito vector type, urbanization, and human socioeconomic factors that are all likely to affect human disease incidence. We found there is lower incidence of human WNV in eastern US counties that have greater avian (viral host) diversity. This pattern exists when examining diversity-disease relationships both before WNV reached the US (in 1998) and once the epidemic was underway ( in 2002). The robust disease-diversity relationships confirm that the dilution effect can be observed in another emerging infectious disease and illustrate an important ecosystem service provided by biodiversity, further supporting the growing view that protecting biodiversity should be considered in public health and safety plans.																					WOS:000263288000016	18575599	
J	Pollock, Christal G.								West Nile virus in the Americas								JOURNAL OF AVIAN MEDICINE AND SURGERY				22	2			151	157		10.1647/2007-029R.1				JUN 2008	2008	West Nile virus causes sporadic disease in the Eastern hemisphere that is often asymptomatic or mild, whereas in the Western hemisphere, West Nile virus has been associated with illness and profound mortality in many avian species. West Nile virus might have been transported to North America by an infected mosquito or the virus could have entered within a vertebrate host like a bird. Although the most important method of West Nile virus transmission is by Culex species mosquitoes, additional modes of transmission have been identified. West Nile virus has been isolated from almost 300 species of Western birds. The long-term effects on common species such as corvids, sparrows, grackles, finches, hawks, and robins are still being debated. However the potential effect of West Nile virus on small populations or species with limited geographic distribution, Such Lis Hawaiian avifauna, could be much more catastrophic.																					WOS:000257600600009	18689077	
J	Vahlenkamp, Thomas								Influenza virus infections in small animals								KLEINTIERPRAXIS				53	6			376	382						JUN 2008	2008	In the past few years in Europe, an increased incidence of infections with the highly pathogenic avian influenza virus has occurred in poultry. A direct transmission of avian influenza viruses to mammals has only been described for a few species, e.g. pig, mink, ferret and seal. With respect to the transmission of these viruses to man, it has been assumed that the pig plays a special role as this species can be infected by both avian and human influenza viruses, In the meantime, the infection has occurred in Asia, Europe and Africa and for the first time, lethal infections with the highly pathogenic avian influenza subtype H5N1 have been observed in cats and one dog. In addition, infections in humans have been repeatedly seen, a fact which indicates the special biological characteristics of this virus. In the present paper, the basic characteristics of influenza viruses are explained and an overview of influenza virus infections in dogs and cats is given, Our investigations revealed that the clinical signs seen in cats infected with H5N1 are dependent on the infective dose. In addition, cats which have been immunised with an inactivated H5 antigen exhibit a significantly reduced virus excretion rate and were protected against clinical symptoms. Dogs appear to be less susceptible to H5N1 in contrast to other influenza virus subtypes, which have been associated with severe clinical symptoms in this species. Our contact studies showed also that the H5N1 infection is not transmitted from infected cats to uninfected dogs. Finally, the present paper summarises the criteria which can be used to justify the suspicion of an H5N1 influenza virus infection in cats and which samples in such cases should be investigated.																					WOS:000258116800004		
J	Das, Amaresh; Spackman, Erica; Thomas, Colleen; Swayne, David E.; Suarez, David L.								Detection of H5N1 High-Pathogenicity Avian Influenza Virus in Meat and Tracheal Samples from Experimentally Infected Chickens								AVIAN DISEASES				52	1			40	48		10.1637/8093-082107-Reg				MAR 2008	2008	The Asian H5N1 highly pathogenic avian influenza ( HPAI) virus causes a systemic disease with high mortality of poultry and is potentially zoonotic. In both chickens and ducks, the virus has been demonstrated to replicate in both cardiac and skeletal muscle cells. Experimentally, H5N1 HPAI virus has been transmitted to chickens through the consumption of raw infected meat. In this study, we investigated virus replication in cardiac and skeletal muscle and in the trachea of chickens after experimental intranasal inoculation with the H5N1 HPAI virus. The virus was detected in tissues by real-time reverse transcription - polymerase chain reaction ( RRT-PCR) and virus isolation, and in the trachea by RRT-PCR and a commercial avian influenza ( AI) viral antigen detection test. A modified RNA extraction protocol was developed for rapid detection of the virus in tissues by RRT-PCR. The H5N1 HPAI virus was sporadically detected in meat and the tracheas of infected birds without any clinical sign of disease as early as 6 hr postinfection ( PI), and was detected in all samples tested at 24 hr PI and later. No differences in sensitivity were seen between virus isolation and RRT-PCR in meat samples. The AI viral antigen detection test on tracheal swabs was a useful method for identifying infected chickens when they were sick or dead, but was less sensitive in detecting infected birds when they were preclinical. This study provides data indicating that preslaughter tracheal swab testing can identify birds infected with HPAI among the daily mortality and prevent infected flocks from being sent to processing plants. In addition, the modified RNA extraction and RRT-PCR test on meat samples provide a rapid and sensitive method of identifying HPAI virus in illegal contraband or domestic meat samples.																					WOS:000260907700007	18459294	
S	Bishop, Kimberly A.; Broder, Christopher C.	Scheld, WM					Hammer, SM; Hughes, JM		Hendra and Nipah Viruses: Lethal Zoonotic Paramyxoviruses								Emerging Infections 8-Print		Emerging Infections Series		8				155	187						2008	2008																						BCI:BCI200900087587		
J	Solbrig, Marylou V.; Hermanowicz, Neal								Cannabinoid rescue of striatal progenitor cells in chronic Borna Disease viral encephalitis in rats								JOURNAL OF NEUROVIROLOGY				14	3			252	260		10.1080/13550280802074521				2008	2008	A growing number of environmental and pharmacologic manipulations have been shown to influence adult neurogenesis. Borna disease virus (BDV) in rats causes cortical and subcortical infection with extrapyramidal motor symptoms, and hippocampal infection suppresses neurogenesis. Given the known effects of cannabinoids in promoting neural progenitor cell survival, the authors examined in vivo effects of chronic BDV infection in rats on BrdU-positive progenitor cells in striatum, together with neuroprotective actions of cannabinoids. Birth and survival of BrdU-positive progenitor cells in striatum of BDV-infected rats treated with a general cannabinoid agonist (WIN 55,212 1 mg/kg i.p. b.i.d. x 7 days) were examined, as well as anti-inflammatory, antiviral, and nutritional effects of cannabinoids. Cannabinoid treatment protected BrdU-positive progenitor cells in striatum that were susceptible to virus-induced injury (p <.01) through suppression of microglia activation (p <.001). As a consequence of their anti-inflammatory actions and support of neural progenitor cell survival, cannabinoids may be adjunctive treatment for encephalitides with microglial inflammation and neurodegeneration.																					WOS:000256978400008	18569459	
J	Unger, F.; Harder, T.; Conraths, F. J.; Teuffert, J.; Staubach, C.; Globig, A.; Grund, C.; Beer, M.; Mettenleiter, T. C.								Highly pathogenic avian influenza H5N1. Summary of the global situation with special emphasis on outbreaks in Germany								TIERAERZTLICHE PRAXIS AUSGABE GROSSTIERE NUTZTIERE				36	1			5	13		10.1055/s-0037-1621523				2008	2008	Highly pathogenic avian influenza virus of subtype H5N1 Asia (HPAIV H5N1) has been threatening poultry holdings worldwide since 1997. Because of its significant zoonotic potential this virus is also able to infect humans after direct, close contact with infected birds. The detection of HPAIV H5N1 in wild bird populations as well as in several poultry holdings in Germany in 2006 and 2007 highlighted the problems and dangers of such outbreaks. In this paper, a summary is presented on HPAIV H5N1 infections during 2006-2007 with special emphasis on the situation in Germany.																					WOS:000257363700001		
J	Lee, Richard Vaille								Transmission of influenza A in human beings								LANCET INFECTIOUS DISEASES				7	12			760	761		10.1016/S1473-3099(07)70270-0				DEC 2007	2007																						WOS:000251312900004	18045556	
J	Kreijtz, Joost H. C. M.; Suezer, Yasemin; van Amerongen, Geert; de Mutsert, Gerrie; Schnierle, Barbara S.; Wood, John M.; Kuiken, Thijs; Fouchier, Ron A. M.; Loewer, Johannes; Osterhaus, Albert D. M. E.; Sutter, Gerd; Rimmelzwaan, Guus F.								Recombinant modified vaccinia virus Ankara-based vaccine induces protective immunity in mice against infection with influenza virus H5N1								JOURNAL OF INFECTIOUS DISEASES				195	11			1598	1606		10.1086/517614				JUN 1 2007	2007	Since 2003, the number of human cases of infections with highly pathogenic avian influenza viruses of the H5N1 subtype is still increasing, and, therefore, the development of safe and effective vaccines is considered a priority. However, the global production capacity of conventional vaccines is limited and insufficient for a worldwide vaccination campaign. In the present study, an alternative H5N1 vaccine candidate based on the replication-deficient modified vaccinia virus Ankara (MVA) was evaluated. C57BL/6J mice were immunized twice with MVA expressing the hemagglutinin (HA) gene from influenza virus A/Hongkong/156/97 (MVAHAHK/ 97) or A/Vietnam/ 1194/04 (MVA-HA-VN/ 04). Subsequently, recombinant MVA-induced protective immunity was assessed after challenge infection with 3 antigenically distinct strains of H5N1 influenza viruses: A/Hongkong/156/97, A/Vietnam/1194/04, and A/Indonesia/5/05. Our data suggest that recombinant MVA expressing the HA of influenza virus A/Vietnam/1194/04 is a promising alternative vaccine candidate that could be used for the induction of protective immunity against various H5N1 influenza strains.																					WOS:000246200700008	17471429	
J	Thiry, E.; Zicola, A.; Addie, D.; Egberink, H.; Hartmann, K.; Lutz, H.; Poulet, H.; Horzinek, M. C.								Highly pathogenic avian influenza H5N1 virus in cats and other carnivores								VETERINARY MICROBIOLOGY				122	1-2			25	31		10.1016/j.vetmic.2006.12.021				MAY 16 2007	2007	The Asian lineage highly pathogenic avian influenza (HPAI) H5N1 virus is a known pathogen of birds. Only recently, the virus has been reported to cause sporadic fatal disease in carnivores, and its zoonotic potential has been dominating the popular media. Attention to felids was drawn by two outbreaks with high mortality in tigers, leopards and other exotic felids in Thailand. Subsequently, domestic cats were found naturally infected and experimentally susceptible to H5N1 virus. A high susceptibility of the dog to H3N8 equine influenza A virus had been reported earlier, and recently also HPAI H5N1 virus has been identified as a canine pathogen. The ferret, hamster and mouse are suitable as experimental animals; importantly, these species are also kept as pets. Experimental intratracheal and oral infection of cats with an HPAI H5N1 virus isolate from a human case resulted in lethal disease; furthermore, cats have been infected by the feeding of infected chickens. Spread of the infection from experimentally infected to in-contact cats has been reported. The epidemiological role of the cat and other pet animal species in transmitting HPAI H5N1 virus to humans needs continuous consideration and attention. (c) 2007 Elsevier B.V. All rights reserved.																					WOS:000246546100003	17250978	
J	Klopfleisch, R.; Wolf, P. U.; Uhl, W.; Gerst, S.; Harder, T.; Starick, E.; Vahlenkamp, T. W.; Mettenleiter, T. C.; Teifke, J. P.								Distribution of lesions and antigen of highly pathogenic avian influenza virus A/Swan/Germany/R65/06 (H5N1) in domestic cats after presumptive infection by wild birds								VETERINARY PATHOLOGY				44	3			261	268		10.1354/vp.44-3-261				MAY 2007	2007	In early 2006, the highly pathogenic avian influenza virus (HPAIV) H5N1 of the Asian lineage caused the death of wild aquatic birds in Northern Germany. In the mainly affected areas, a trans-species transmission of HPAIV H5N1 to mammals occurred between birds and domestic cats and 1 Stone Marten (Martes foina), respectively. Here, we report lesions and distribution of influenza virus antigen in 3 cats infected naturally with HPAIV H5N1 A/swan/Germany/R65/06. The hemagglutinin partial nucleotide sequences of the viruses were genetically closely related to a H5N1 HPAIV obtained from a dead Whooper Swan (Cygnus cygnus) of the same area. At necropsy, within the patchy dark-red and consolidated lungs, there was granulomatous pneumonia caused by Aelurostrongylus sp. Histologically, the main findings associated with influenza in all cats were bronchointerstitial pneumonia and marked random hepatic necrosis. In addition, all animals displayed lymphoid necrosis in the spleen and Peyer's patches and necrosis of the adrenal cortex. Immunohistochemically, nucleoprotein of HPAIV was present intralesionally in the lungs, liver, adrenal glands, and lymphoid tissues. Oropharyngeal swabs were shown to be suited to detect HPAIV by quantitative real-time polymerase chain reaction (RT-PCR) in these cats, despite the paucity of influenza virus antigen in the upper respiratory tract by means of immunohistochemistry. The results show that outdoor cats in areas affected by HPAIV in wild birds are at risk for lethal infection. In conclusion, hepatic necrosis was, besides bronchointerstitial pneumonia, the primary lesion, suggesting that in naturally infected cats, damage to the liver plays an important role in the pathogenesis of H5N1 influenza.																					WOS:000246606700001	17491066	
J	Fujii, Kei; Kakumoto, Chiharu; Kobayashi, Mari; Saito, Sachiko; Kariya, Tatsuya; Watanabe, Yukiko; Sakoda, Yoshihiro; Kida, Hiroshi; Suzuki, Masatsugu								Serological evidence of influenza A virus infection in Kuril harbor seals (Phoca vitulina stejnegeri) of Hokkaido, Japan								JOURNAL OF VETERINARY MEDICAL SCIENCE				69	3			259	263		10.1292/jvms.69.259				MAR 2007	2007	For proper management and conservation of the Kuril harbor seal (Phoca vitulina stejnegeri) through disease control, serological analysis was performed for influenza A virus infection in free-ranging seals in Hokkaido, Japan. Serum samples were collected from seals at Nosappu (231 seals), Akkeshi (16) and Erimo (75), between 1998 and 2005, and were analyzed by ELISA. Antibodies to the influenza A virus were detected only in seals from Nosappu. The incidences were 11% (1/9), 3% (2/66), 12% (7/59) and 6% (5/77) in 1998, 2003, 2004 and 2005, respectively. These suggest sporadic infection. Because anti body-positive seals included juvenile seals in each year, the infections were considered to have been circulated since no later than the late 1990s until recent years. ELISA-positive sera were analyzed by hemagglutination inhibition (HI) tests to determine the subtypes. Antibodies to the H3 and H6 subtypes were detected in 10 and 2 sera, respectively. Two of the sera that had antibodies to the H6 subtype also had antibodies to the H3 subtype. These two seals were considered to have been infected with both the H3 and H6 subtypes. This is the first investigation to find antibodies to the H6 subtype in seals. Although the H6 subtype had been isolated only from avians, genetic analysis had suggested that the H6 subtype could become a novel mammalian pathogen. For definitive diagnosis, detection of the virus from the tissue or mucus of seals is required.																					WOS:000246330600006	17409641	
